Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
11;1;The Hunger Games: Mockingjay - Part 2;1006;4.056910569105692;1;4.49;1;;;;;demo_11;demo_11;;;;;;;;;;;;155;1;;0;both;;;;;"Katniss Everdeen i przywódcy Dystryktu 13 rozpoczynają wielką ofensywą przeciwko Kapitolowi. Walka toczy się już nie tylko o przetrwanie, ale o przyszłość całego narodu. Katniss wspierana przez Gale’a, Finnicka oraz Peetę planuje zamach na Prezydenta Snowa. Bezwzględni wrogowie i moralne wybory, przed którymi stanie Katniss, będą dla niej większym wyzwaniem niż cokolwiek, co wcześniej przeżyła na arenach Głodowych Igrzysk.
";;;;;the-hunger-games-mockingjay-part-2-2;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:USA : 1, Czas trwania [min]:2015 : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
12;1;Czarownica 2 (DVD);1006;32.51219512195122;1;35.99;1;;;;;demo_12;demo_12;;;;;;;;;;;;219;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:113 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
13;1;Urge;1007;4.056910569105692;1;4.49;1;;;;;demo_13;demo_13;;;;;;;;;;;;120;1;;0;both;;;;;Pierce Brosnan („Ocalona”, „November Man”), Danny Masterton („Różowe lata 70.”) i Justin Chatwin („Niewidzialny”, „Wojna światów”) w reżyserskim debiucie Aarona Kaufmana, producenta „Sin City 2: Damulka warta grzechu” i „Maczeta zabija”.Czwórka przyjaciół zamierza spędzić szampański weekend na tropikalnej wyspie. Zabawa nabiera tempa, gdy poznają tajemniczego właściciela klubu nocnego (Pierce Brosnan), który proponuje im spróbowanie nowego, eksperymentalnego narkotyku. Pobudzeni, pozbawieni zahamowań, wcielają w życie swoje najdziksze fantazje. Gdy zafascynowani tajemniczą substancją decydują się powtórzyć dawkę, narkotyk wywołuje nieoczekiwane efekty uboczne, a pobyt na rajskiej wyspie zamienia się w koszmar rodem z domu wariatów.;;;;;urge;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:2016 : 1, Czas trwania [min]:DVD : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
14;1;A Most Wanted Man;1007;4.056910569105692;1;4.49;1;;;;;demo_14;demo_14;;;;;;;;;;;;674;1;;0;both;;;;;"
Oparty na słynnym bestsellerze Johna le Carré thriller szpiegowski w reżyserii Antona Corbijna, twórcy „Control” oraz „Amerykanina”. Ostatnia wielka rola zdobywcy Oscara Philipa Seymoura Hoffmana („Capote”, „Igrzyska śmierci”). U jego boku: Rachel McAdams („Pamiętnik”), Willem Dafoe („Antychryst”) i Robin Wright („House of Cards”).Od ataku na World Trade Center minęło 10 lat. W Hamburgu, uważanym za jedną z głównych siedzib islamskich terrorystów, pojawia się młody, skrajnie wycieńczony Czeczen, Issa. Jego przyjazd natychmiast wzbudza niepokój kontrwywiadu. Tajemniczy mężczyzna rości sobie bowiem prawo do gigantycznej fortuny zdeponowanej przed laty w prywatnym banku. Wprowokacji przygotowanej przez służby nie tylko agenci będą mieli role do odegrania. Do rozgrywki przystąpi także młoda prawniczka Annabel i leciwy bankier, który jako jedyny ma dostęp do podejrzanego konta. Czy Issa jest ofiarą opresyjnego systemu, czy śmiertelnie groźnym terrorystą, którego kolejny ruch może okazać się tragiczny w skutkach? Rozpoczyna się niebezpieczna wywiadowcza gra, w której nikt nie ufa nikomu...
";;;;;a-most-wanted-man;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:117 : 1, Czas trwania [min]:Niemcy, USA, Wielka Brytania : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
15;1;Nice Guys. Równi goście (książka + płyta DVD);1007;4.056910569105692;1;4.49;1;;;;;demo_15;demo_15;;;;;;;;;;;;258;1;;0;both;;;;;Nagrodzony Oscarem® Russell Crowe („Gladiator”) oraz nominowany do Oscara® Ryan Gosling („Szkolny chwyt”) w najnowszym filmie twórcy „Zabójczej broni” oraz „Iron Mana 3”. Pełna akcji komedia o dwóch facetach, których dzieli wszystko oprócz śledztwa w sprawie zaginionej dziewczyny, jakie przyszło im wspólnie prowadzić.Prywatny detektyw Holland March (Ryan Gosling) i gruboskórny mięśniak do wynajęcia Jackson Healy (Russell Crowe) nie pałają do siebie sympatią. Zostają jednak wynajęci do rozwikłania tej samej sprawy zaginionej dziewczyny. Zapewne każdy prowadziłby ją na własną rękę, gdyby obaj nie stali się celem wynajętych morderców. Niechętnie muszą połączyć siły, by rozwiązać sprawę i ocalić życie. Tym bardziej, że wkrótce odkryją, że wdepnęli w większe bagno niż sądzili. Zaginięcie dziewczyny jest jedynie szczytem góry lodowej w sprawie, której nie tknąłby nikt komu życie miłe. Historia staje się więc coraz bardziej dramatyczna, ale mimo zagrożenia Holland i Jackson skupiają się głównie na dogryzaniu sobie nawzajem.;;;;;nice-guys-rowni-goscie-ksiazka-plyta-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:111 : 1, Czas trwania [min]:2016 : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
16;1;Latynoski ogier (DVD) + Książka;1008;4.056910569105692;1;4.49;1;;;;;demo_16;demo_16;;;;;;;;;;;;405;1;;0;both;;;;;25 lat temu Maximo (Eugenio Derbez) był playboyem, któremu nie oparła się żadna. Z uwodzenia kobiet uczynił sposób na życie, by ostatecznie poślubić dużo starszą od siebie milionerkę. Żył przy niej jak król. Gdy jednak pewnego dnia odkrył, że ta nie była mu wierna, postanowił zacząć życie od nowa. Bez pieniędzy, pracy i dachu nad głową. Gdy udało mu się odnaleźć dawno niewidzianą siostrę (Salma Hayek), okazało się, że ta samotnie wychowuje syna. Maximo postanawia wprowadzić dorastającego chłopca w tajniki uwodzenia. Czy rola mentora pomoże mu ponownie uwierzyć w siebie i odzyskać dawny urok?;;;;;latynoski-ogier-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:2017 : 1, Czas trwania [min]:DVD : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
17;1;Suburbicon (DVD) + Książka;1008;4.056910569105692;1;4.49;1;;;;;demo_17;demo_17;;;;;;;;;;;;671;1;;0;both;;;;;"Matt Damon (Marsjanin), Julianne Moore (""Motyl Still Alice"") i Oscar Isaac (""Co jest grane, Davis?"") w komedii kryminalnej w reżyserii Georga Clooneya, według scenariusza braci Coen.Suburbicon to idealne amerykańskie miasteczko, istna reklama statecznego życia i dobrobytu czyli American Dream w czystej postaci. Jednak nie dla wszystkich. Życie rodziny Lodge'ów obraca w gruzy napad z bronią w ręku, w którym ginie seniorka rodu, ukochana mama nastoletniego Nicky'ego Lodge. Pogrążony w rozpaczy chłopak postanawia pomścić swą ukochaną rodzicielkę.W poszukiwaniu sprawców rozpoczyna śledztwo na własną rękę, w trakcie którego odkryje mroczne rodzinne sekrety, układy, machinacje i animozje, które nie były bez związku ze śmiercią jego matki.";;;;;suburbicon-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:105 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
18;1;Nice Guys. Równi goście (książka + płyta DVD);1008;4.056910569105692;1;4.49;1;;;;;demo_18;demo_18;;;;;;;;;;;;492;1;;0;both;;;;;Nagrodzony Oscarem® Russell Crowe („Gladiator”) oraz nominowany do Oscara® Ryan Gosling („Szkolny chwyt”) w najnowszym filmie twórcy „Zabójczej broni” oraz „Iron Mana 3”. Pełna akcji komedia o dwóch facetach, których dzieli wszystko oprócz śledztwa w sprawie zaginionej dziewczyny, jakie przyszło im wspólnie prowadzić.Prywatny detektyw Holland March (Ryan Gosling) i gruboskórny mięśniak do wynajęcia Jackson Healy (Russell Crowe) nie pałają do siebie sympatią. Zostają jednak wynajęci do rozwikłania tej samej sprawy zaginionej dziewczyny. Zapewne każdy prowadziłby ją na własną rękę, gdyby obaj nie stali się celem wynajętych morderców. Niechętnie muszą połączyć siły, by rozwiązać sprawę i ocalić życie. Tym bardziej, że wkrótce odkryją, że wdepnęli w większe bagno niż sądzili. Zaginięcie dziewczyny jest jedynie szczytem góry lodowej w sprawie, której nie tknąłby nikt komu życie miłe. Historia staje się więc coraz bardziej dramatyczna, ale mimo zagrożenia Holland i Jackson skupiają się głównie na dogryzaniu sobie nawzajem.;;;;;nice-guys-rowni-goscie-ksiazka-plyta-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:111 : 1, Czas trwania [min]:2016 : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
19;1;Zenek (DVD);1009;19.504065040650406;1;21.59;1;;;;;demo_19;demo_19;;;;;;;;;;;;345;1;;0;both;;;;;„Zenek” to oparta na biografii Zenona Martyniuka historia chłopaka z podlaskiej wsi, który realizuje swoje wielkie marzenie: śpiewa i bawi ludzi. Film ukazuje drogę Zenona do wielkiego sukcesu, który osiągnął dzięki uporowi, ciężkiej pracy i wielu wyrzeczeniom. Król disco polo jest tylko jeden!;;;;;zenek-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:110 : 1, Czas trwania [min]:Polska : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
20;1;Moja Gwiazda: Teen Spirit (DVD) + Książka;1009;8.121951219512196;1;8.99;1;;;;;demo_20;demo_20;;;;;;;;;;;;26;1;;0;both;;;;;Elle Fanning („Czarownica”, „Mary Shelley”) i  Agnieszka Grochowska („Obce niebo”, „W ciemności”) w porywającej opowieści o narodzinach polskiej gwiazdy na brytyjskiej scenie.W Wielkiej Brytanii mieszka ponad milion Polaków, którzy próbują spełnić swoje marzenie o lepszym życiu. Jedną z nich jest nastoletnia Violet Waleńska, która śni o karierze w brytyjskim showbiznesie. Jej kochająca, ale mocno stąpająca po ziemi matka widzi ją raczej w szkole, która da jej spokojną, pewną pracę. Gdy w ich miasteczku odbywają się eliminacje do słynnego talent show „Teen Spirit”, Violet bez wiedzy matki bierze w nich udział i ku swemu zdumieniu przechodzi do finałowego etapu. Skromna, niedoświadczona, ale utalentowana nastolatka z prowincji trafia nagle w tryby wielkiej rozrywkowej machiny. Tu wszystko dzieje się szybko, każdy myśli tylko o sobie, a o sukcesie nie zawsze decyduje talent. W takiej sytuacji to właśnie wsparcie najbliższych może okazać się kluczowe w drodze na życiowy szczyt. Los młodzieńczych marzeń Violet jest więc nie tylko w rękach jurorów, ale także jej matki.;;;;;moja-gwiazda-teen-spirit-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:90 : 1, Czas trwania [min]:USA, Wielka Brytania : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
21;1;La La Land (DVD) + Książka;1009;8.121951219512196;1;8.99;1;;;;;demo_21;demo_21;;;;;;;;;;;;126;1;;0;both;;;;;Mia jest początkującą aktorką, która w oczekiwaniu na szansę pracuje jako kelnerka. Sebastian to muzyk jazzowy, który zamiast nagrywać płyty, gra do kotleta w podrzędnej knajpce. Gdy drogi tych dwojga przetną się, połączy ich wspólne pragnienie, by zacząć wreszcie robić to co kochają. Miłość dodaje im sił, ale gdy kariery zaczynają się wreszcie układać, coraz mniej jest czasu i sił dla siebie nawzajem. Czy uda im się ocalić uczucie, nie rezygnując z marzeń?;;;;;la-la-land-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:123 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
22;1;Dżentelmeni (DVD);1010;16.2520325203252;1;17.99;1;;;;;demo_22;demo_22;;;;;;;;;;;;113;1;;0;both;;;;;Guy Ritchie, twórca kultowego „Przekrętu” i „Porachunków”, odpowiedzialny za reaktywację Sherlocka Holmesa, Króla Artura i Aladyna, powraca w gangsterskie rewiry. Brytyjska odpowiedź na „Pulp Fiction” na miarę XXI wieku!Londyński półświatek obiega plotka, że Mickey Pearson (Matthew McConaughey), Amerykanin, który zbudował tu narkotykowe imperium, chce się wycofać z rynku. Może nie służy mu klimat albo obawia się brexitu. Grunt, że rodowici brytyjscy bandyci węszą okazję do przejęcia jego biznesu. Sypią się oferty, groźby, pochlebstwa. Niektórzy próbują szantażu albo przekupstwa. Pearson jednak najwyraźniej nie podjął jeszcze ostatecznej decyzji. By mu w tym pomóc, niektórzy bardziej niecierpliwi sięgają po broń. A pewien cwany i dowcipny dziennikarz (Hugh Grant) szykuje przekręt, który może zmienić reguły gry. Pearson okazuje się jednak mistrzem gangsterskiej wolnej amerykanki. Zaczyna się bardzo kosztowna wojna. Ale dżentelmeni przecież nie rozmawiają o pieniądzach.;;;;;dzentelmeni-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:109 : 1, Czas trwania [min]:USA, Wielka Brytania : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
23;1;Gwiezdne Wojny: Skywalker. Odrodzenie (DVD);1010;28.447154471544717;1;31.49;1;;;;;demo_23;demo_23;;;;;;;;;;;;482;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:136 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
24;1;Naprzód (DVD);1010;32.51219512195122;1;35.99;1;;;;;demo_24;demo_24;;;;;;;;;;;;120;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:98 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
25;1;Kraina lodu 2 (BD);1011;64.95934959349594;1;71.91;1;;;;;demo_25;demo_25;;;;;;;;;;;;717;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:103 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
26;1;Naprzód (BD);1011;56.82926829268293;1;62.91;1;;;;;demo_26;demo_26;;;;;;;;;;;;647;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:102 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
27;1;Czarownica 2 (BR);1011;56.82926829268293;1;62.91;1;;;;;demo_27;demo_27;;;;;;;;;;;;819;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-br;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:118 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
28;1;Błękitna planeta 2 (3BD);1012;81.21951219512195;1;89.91;1;;;;;demo_28;demo_28;;;;;;;;;;;;101;1;;0;both;;;;;"""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.";;;;;blekitna-planeta-2-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:Wielka Brytania : 1, Czas trwania [min]:2017 : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
29;1;Siedem światów. Jedna planeta (3BD);1012;73.08943089430895;1;80.91;1;;;;;demo_29;demo_29;;;;;;;;;;;;621;1;;0;both;;;;;Miliony lat temu niewyobrażalne siły rozerwały skorupę Ziemi, dając początek siedmiu nadzwyczajnym kontynentom. Z biegiem czasu każdy z nich rozwinął swój niezwykły świat przyrody.Od głębin południowoamerykańskich dżungli po zamarznięte szczyty Azji, od miast Europy po rozległe równiny Afryki – Siedem światów, jedna planeta ukazuje nieznane dotąd zachowania zwierząt oraz niezliczone, nieopowiedziane dotąd historie dzikiej przyrody każdego z kontynentów.Serial ujawnia fundamentalną prawdę o tym, co sprawia, że każdy z naszych siedmiu światów jest całkowicie wyjątkowy i ukazuje wyzwania stojące przed zwierzętami w ukształtowanym przez nas świecie.;;;;;siedem-swiatow-jedna-planeta-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:2019 : 1, Czas trwania [min]:Blu-ray : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
30;1;Film TIM FILM STUDIO Na krawędzi 3D;1012;16.2520325203252;1;17.99;1;;;;;demo_30;demo_30;;;;;;;;;;;;382;1;;0;both;;;;;"Na krawędzi to film dokumentalny opowiadający o pasjonatach Speedridingu - ryzykownego i ekstremalnego sportu będącego połączeniem narciarstwa i paralotniarstwa. Akcja filmu rozgrywa się w francuskim kurorcie Lez Arcs, gdzie zobaczymy niesamowite, kaskaderskie wyczyny, niedostępne nigdy wcześniej.
			";;;;;film-tim-film-studio-na-krawedzi-3d;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:Angielski 2.0 DTS-HD-MA, Francuski, Niemiecki : 1, Czas trwania [min]:Full HD, 16:9 : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
31;1;Droga powrotna (BD);1013;67.39837398373984;1;74.61;1;;;;;demo_31;demo_31;;;;;;;;;;;;70;1;;0;both;;;;;Jack Cunningham (Ben Affleck) był w liceum gwiazdą koszykówki, rysowała się przed nim obiecująca przyszłość. Niespodziewanie porzucił sport. Po latach zmaga się z alkoholizmem, zapłacił już małżeństwem i nadzieją na lepsze życie. Propozycja objęcia funkcji trenera koszykówki w jego dawnej szkole jest pretekstem do stawienia czoła rozterkom duszy. Czy to wystarczy, żeby zabliźniły się głębokie rany z przeszłości? Czy Jack wreszcie przejdzie wewnętrzną przemianę?;;;;;droga-powrotna-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:109 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
32;1;Parasite (BD);1013;48.699186991869915;1;53.91;1;;;;;demo_32;demo_32;;;;;;;;;;;;628;1;;0;both;;;;;Międzynarodowy przebój i czarny koń w wyścigu po Oscary 2020 – film „Parasite” otrzymał 6 nominacji do nagród Akademii Filmowej (m.in. Najlepszy film, Najlepszy reżyser i Najlepszy film międzynarodowy). Zwycięzca Złotego Globu 2019 dla Najlepszego filmu zagranicznego. Złota Palma Festiwalu Filmowego w Cannes 2019.Absolutny wizjoner! Nikt inny nie kręci tak dobrych filmów rozrywkowych jak on - mówi o reżyserze „Parasite” Quentin Tarantino, jeden z jego największych fanów. Potwierdził te słowa tegoroczny Festiwal w Cannes, gdzie w walce o Złotą Palmę „Parasite” Bong Joon-ho pokonał „Pewnego razu… w Hollywood”, oczarowując jury, światową krytykę i publiczność.„Parasite” to mistrzowska i trzymająca w napięciu opowieść, w której czworo ludzi bez przyszłości wpada na pomysł przekrętu doskonałego. Kierowca bez pracy, gospodyni bez domu, student bez kasy i dziewczyna bez perspektyw wspólnie stworzą perfekcyjny plan: jak w najkrótszym czasie stać się kimś i zająć miejsce bogaczy. W świecie, w którym liczy się tylko wydajność i sukces, przechytrzą system i zawalczą o siebie. Nawet, jeśli będzie to wymagało przekroczenia cienkiej granicy między tym, co jeszcze dozwolone, a tym, co absolutnie zabronione. Bong Joon-ho pokazuje, że prawie każdy marzy o lepszym życiu, awansie i szansie na sukces. Ale tylko niektórzy – dzięki nieposkromionej wyobraźni i braku skrupułów – są w stanie po to wszystko sięgnąć.„Parasite” to pełen dzikiego humoru i nieoczekiwanych zwrotów akcji thriller o ludziach, którzy nigdy nie mieli się spotkać – biednych i bogatych, tych naprawdę uprzywilejowanych i tych zepchniętych do rynsztoków. Nowy film twórcy przebojów „Okja” i „Snowpiercer: Arka przyszłości” to wielki hit światowego kina i prawdziwy filmowy rollercoaster.;;;;;parasite-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:126 : 1, Czas trwania [min]:Korea Południowa : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
33;1;Joker (BD);1013;56.82926829268293;1;62.91;1;;;;;demo_33;demo_33;;;;;;;;;;;;340;1;;0;both;;;;;Prawie 2 mln. widzów w kinach! Fenomenalna rola Joaquina Phoenixa! Oryginalna wizja historii niesławnego łotra z uniwersum DC! Bezrobotny komik Arthur Fleck, wałęsając się ulicami Gotham City w stroju clowna, spotyka brutalnych zbirów. Odrzucony przez społeczeństwo, popada w obłęd przeistaczając się w geniusza zbrodni znanego jako Joker.;;;;;joker-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:122 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
34;1;Gwiezdne Wojny: Skywalker. Odrodzenie (BD);1014;56.82926829268293;1;62.91;1;;;;;demo_34;demo_34;;;;;;;;;;;;546;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:142 : 1, Czas trwania [min]:USA : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
35;1;Hellboy (BD);1014;16.2520325203252;1;17.99;1;;;;;demo_35;demo_35;;;;;;;;;;;;211;1;;0;both;;;;;Description;;;;;hellboy-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Czas trwania [min]:121 : 1, Czas trwania [min]:USA, Wielka Brytania : 1;0;new;1;;;;;;;;;;;;;Size, Wersja językowa
